,Date,Close,Date,Close
143,2019-07-29,209.67999267578125,2019-07-29,176.75999450683594
144,2019-07-30,208.77999877929688,2019-07-30,177.6300048828125
145,2019-07-31,213.0399932861328,2019-07-31,174.72000122070312
146,2019-08-01,208.42999267578125,2019-08-01,173.36000061035156
147,2019-08-02,204.0200042724609,2019-08-02,170.5500030517578
148,2019-08-05,193.33999633789062,2019-08-05,164.7100067138672
149,2019-08-06,197.0,2019-08-06,163.7100067138672
150,2019-08-07,199.0399932861328,2019-08-07,163.63999938964844
151,2019-08-08,203.42999267578125,2019-08-08,164.22000122070312
152,2019-08-09,200.9900054931641,2019-08-09,163.47000122070312
153,2019-08-12,200.47999572753903,2019-08-12,162.10000610351562
154,2019-08-13,208.97000122070312,2019-08-13,164.8800048828125
155,2019-08-14,202.75,2019-08-14,158.80999755859375
156,2019-08-15,201.7400054931641,2019-08-15,156.83999633789062
157,2019-08-16,206.5,2019-08-16,161.5
158,2019-08-19,210.3500061035156,2019-08-19,162.9499969482422
159,2019-08-20,210.3600006103516,2019-08-20,161.00999450683594
160,2019-08-21,212.63999938964844,2019-08-21,161.14999389648438
161,2019-08-22,212.4600067138672,2019-08-22,160.8800048828125
162,2019-08-23,202.63999938964844,2019-08-23,155.85000610351562
163,2019-08-26,206.4900054931641,2019-08-26,156.1199951171875
164,2019-08-27,204.16000366210938,2019-08-27,155.75
165,2019-08-28,205.52999877929688,2019-08-28,157.5500030517578
166,2019-08-29,209.00999450683597,2019-08-29,160.36000061035156
167,2019-08-30,208.7400054931641,2019-08-30,161.72000122070312
168,2019-09-03,205.6999969482422,2019-09-03,158.63999938964844
169,2019-09-04,209.19000244140625,2019-09-04,160.07000732421875
170,2019-09-05,213.27999877929688,2019-09-05,164.22999572753906
171,2019-09-06,213.25999450683597,2019-09-06,163.94000244140625
172,2019-09-09,214.1699981689453,2019-09-09,165.94000244140625
173,2019-09-10,216.6999969482422,2019-09-10,168.86000061035156
174,2019-09-11,223.58999633789062,2019-09-11,168.0800018310547
175,2019-09-12,223.08999633789062,2019-09-12,170.5800018310547
176,2019-09-13,218.75,2019-09-13,171.44000244140625
177,2019-09-16,219.8999938964844,2019-09-16,169.6699981689453
178,2019-09-17,220.6999969482422,2019-09-17,168.07000732421875
179,2019-09-18,222.7700042724609,2019-09-18,167.44000244140625
180,2019-09-19,220.9600067138672,2019-09-19,167.07000732421875
181,2019-09-20,217.72999572753903,2019-09-20,166.75999450683594
182,2019-09-23,218.72000122070312,2019-09-23,166.75999450683594
183,2019-09-24,217.67999267578125,2019-09-24,164.74000549316406
184,2019-09-25,221.02999877929688,2019-09-25,164.0
185,2019-09-26,219.88999938964844,2019-09-26,163.8300018310547
186,2019-09-27,218.82000732421875,2019-09-27,164.52999877929688
187,2019-09-30,223.97000122070312,2019-09-30,164.39999389648438
188,2019-10-01,224.58999633789062,2019-10-01,158.3800048828125
189,2019-10-02,218.9600067138672,2019-10-02,155.64999389648438
190,2019-10-03,220.82000732421875,2019-10-03,155.22999572753906
191,2019-10-04,227.00999450683597,2019-10-04,155.82000732421875
192,2019-10-07,227.05999755859372,2019-10-07,153.52000427246094
193,2019-10-08,224.3999938964844,2019-10-08,150.74000549316406
194,2019-10-09,227.02999877929688,2019-10-09,150.99000549316406
195,2019-10-10,230.08999633789062,2019-10-10,152.30999755859375
196,2019-10-11,236.2100067138672,2019-10-11,158.10000610351562
197,2019-10-14,235.8699951171875,2019-10-14,160.50999450683594
198,2019-10-15,235.32000732421875,2019-10-15,162.97999572753906
199,2019-10-16,234.3699951171875,2019-10-16,162.17999267578125
200,2019-10-17,235.27999877929688,2019-10-17,163.5399932861328
201,2019-10-18,236.41000366210938,2019-10-18,163.10000610351562
202,2019-10-21,240.50999450683597,2019-10-21,165.94000244140625
203,2019-10-22,239.9600067138672,2019-10-22,167.5399932861328
204,2019-10-23,243.17999267578125,2019-10-23,168.75999450683594
205,2019-10-24,243.5800018310547,2019-10-24,161.88999938964844
206,2019-10-25,246.5800018310547,2019-10-25,166.08999633789062
207,2019-10-28,249.0500030517578,2019-10-28,169.05999755859375
208,2019-10-29,243.2899932861328,2019-10-29,168.80999755859375
209,2019-10-30,243.25999450683597,2019-10-30,168.3699951171875
210,2019-10-31,248.75999450683597,2019-10-31,164.99000549316406
211,2019-11-01,255.82000732421875,2019-11-01,170.08999633789062
212,2019-11-04,257.5,2019-11-04,174.89999389648438
213,2019-11-05,257.1300048828125,2019-11-05,175.27000427246094
214,2019-11-06,257.239990234375,2019-11-06,174.0
215,2019-11-07,259.42999267578125,2019-11-07,174.52000427246094
216,2019-11-08,260.1400146484375,2019-11-08,173.14999389648438
217,2019-11-11,262.20001220703125,2019-11-11,170.11000061035156
218,2019-11-12,261.95999145507807,2019-11-12,170.83999633789062
219,2019-11-13,264.47000122070307,2019-11-13,170.5500030517578
220,2019-11-14,262.6400146484375,2019-11-14,170.92999267578125
221,2019-11-15,265.760009765625,2019-11-15,171.8800048828125
222,2019-11-18,267.10000610351557,2019-11-18,170.5399932861328
223,2019-11-19,266.29000854492193,2019-11-19,170.67999267578125
224,2019-11-20,263.19000244140625,2019-11-20,167.77000427246094
225,2019-11-21,262.010009765625,2019-11-21,165.13999938964844
226,2019-11-22,261.77999877929693,2019-11-22,167.60000610351562
227,2019-11-25,266.3699951171875,2019-11-25,170.24000549316406
228,2019-11-26,264.29000854492193,2019-11-26,169.22999572753906
229,2019-11-27,267.83999633789057,2019-11-27,170.61000061035156
230,2019-11-29,267.25,2019-11-29,169.77000427246094
231,2019-12-02,264.16000366210943,2019-12-02,168.27000427246094
232,2019-12-03,259.45001220703125,2019-12-03,165.1699981689453
233,2019-12-04,261.739990234375,2019-12-04,167.13999938964844
234,2019-12-05,265.57998657226557,2019-12-05,164.3699951171875
235,2019-12-06,270.70999145507807,2019-12-06,171.47000122070312
236,2019-12-09,266.92001342773443,2019-12-09,169.8300018310547
237,2019-12-10,268.48001098632807,2019-12-10,167.66000366210938
238,2019-12-11,270.76998901367193,2019-12-11,168.74000549316406
239,2019-12-12,271.45999145507807,2019-12-12,168.55999755859375
240,2019-12-13,275.14999389648443,2019-12-13,168.7899932861328
241,2019-12-16,279.8599853515625,2019-12-16,170.75
242,2019-12-17,280.41000366210943,2019-12-17,169.92999267578125
243,2019-12-18,279.739990234375,2019-12-18,169.02999877929688
244,2019-12-19,280.01998901367193,2019-12-19,172.14999389648438
245,2019-12-20,279.44000244140625,2019-12-20,175.3699951171875
246,2019-12-23,284.0,2019-12-23,178.47000122070312
247,2019-12-24,284.2699890136719,2019-12-24,176.67999267578125
248,2019-12-26,289.9100036621094,2019-12-26,176.58999633789062
249,2019-12-27,289.79998779296875,2019-12-27,177.25999450683594
250,2019-12-30,291.5199890136719,2019-12-30,175.8300018310547
251,2019-12-31,293.6499938964844,2019-12-31,176.4199981689453
252,2020-01-02,300.3500061035156,2020-01-02,180.0
253,2020-01-03,297.42999267578125,2020-01-03,178.4499969482422
254,2020-01-06,299.79998779296875,2020-01-06,178.6199951171875
255,2020-01-07,298.3900146484375,2020-01-07,177.89999389648438
256,2020-01-08,303.19000244140625,2020-01-08,180.6300048828125
257,2020-01-09,309.6300048828125,2020-01-09,181.1999969482422
258,2020-01-10,310.3299865722656,2020-01-10,180.47000122070312
259,2020-01-13,316.9599914550781,2020-01-13,180.9199981689453
260,2020-01-14,312.67999267578125,2020-01-14,181.3699951171875
261,2020-01-15,311.3399963378906,2020-01-15,179.77999877929688
262,2020-01-16,315.239990234375,2020-01-16,181.00999450683597
263,2020-01-17,318.7300109863281,2020-01-17,181.3500061035156
264,2020-01-21,316.57000732421875,2020-01-21,179.38999938964844
265,2020-01-22,317.70001220703125,2020-01-22,178.02999877929688
266,2020-01-23,319.2300109863281,2020-01-23,177.74000549316406
267,2020-01-24,318.30999755859375,2020-01-24,178.14999389648438
268,2020-01-27,308.95001220703125,2020-01-27,175.6300048828125
269,2020-01-28,317.69000244140625,2020-01-28,165.5800018310547
270,2020-01-29,324.3399963378906,2020-01-29,162.0
271,2020-01-30,323.8699951171875,2020-01-30,162.50999450683594
272,2020-01-31,309.510009765625,2020-01-31,158.66000366210938
